PIENAPT00000013550	ENSP00000345957.3	71.1	83	24	0	1	83	1	83	1.0e-28	124.8
PIENAPT00000013550	ENSP00000388332.2	71.6	81	23	0	1	81	1	81	1.5e-27	120.9
PIENAPT00000013550	ENSP00000359624.1	72.6	62	17	0	1	62	1	62	6.8e-20	95.5
PIENAPT00000013550	ENSP00000359593.1	73.3	45	12	0	1	45	1	45	6.2e-13	72.4
PIENAPT00000007722	ENSP00000317302.7	31.7	303	124	7	3	281	2	245	1.7e-25	115.9
PIENAPT00000007722	ENSP00000344566.4	32.3	303	123	7	3	281	2	246	1.1e-24	113.2
PIENAPT00000007722	ENSP00000381047.3	36.4	220	104	7	3	191	2	216	2.3e-22	105.5
PIENAPT00000018323	ENSP00000376570.3	31.7	605	251	12	64	621	58	547	5.4e-76	285.4
PIENAPT00000018323	ENSP00000387239.1	33.6	533	202	10	64	550	58	484	5.1e-74	278.9
PIENAPT00000018323	ENSP00000436604.2	31.5	685	286	17	6	624	10	577	4.8e-72	272.3
